Front,Back,Tags
avanzar en algo,"<div class=""answer"">weiterbringen</div><div class=""meta""><p><b>Significado:</b><br>avanzar, ayudar a resolver</p><div class=""example""><b>Ejemplo:</b><br>Das bringt uns auch nicht weiter.</div><div class=""translation""><b>Traducción:</b><br>Eso tampoco nos ayuda a avanzar.</div><p><b>Construcción:</b><br>etwas weiterbringen</p><p><b>Perfekt:</b><br>Das hat uns weitergebracht.</p></div>",verb_prefix family::bringen prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
llevar algo a un lugar o a alguien (arcaico),"<div class=""answer"">zubringen</div><div class=""meta""><p><b>Significado:</b><br>llevar algo a un lugar o a alguien (arcaico)</p><div class=""example""><b>Ejemplo:</b><br>Dem Bodensee wird das meiste Wasser vom Rhein zugebracht.</div><div class=""translation""><b>Traducción:</b><br>Al lago de Constanza se le lleva la mayor parte del agua desde el Rin.</div><p><b>Construcción:</b><br>zubringen + Akkusativ + Dativ oder Ortsangabe</p><p><b>Perfekt:</b><br>Der Fluss hat Wasser zum See zugebracht.</p></div>",verb_prefix family::bringen prefix::zu separability::separable difficulty::c1 register::archaic source::wiktionary_openai quality::ok cardtype::translation_es_to_de
llevar a alguien o algo de vuelta al lugar de donde vino antes,"<div class=""answer"">zurückbringen</div><div class=""meta""><p><b>Significado:</b><br>llevar a alguien o algo de vuelta al lugar de donde vino antes</p><div class=""example""><b>Ejemplo:</b><br>Wilhelm bringt die geliehenen Fahrzeuge ausnahmslos vollgetankt zurück.</div><div class=""translation""><b>Traducción:</b><br>Wilhelm lleva los vehículos alquilados sin excepción de vuelta con el tanque lleno.</div><p><b>Construcción:</b><br>jemanden/etwas + zurückbringen</p><p><b>Perfekt:</b><br>Wilhelm hat die geliehenen Fahrzeuge zurückgebracht.</p></div>",verb_prefix family::bringen prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
unir a alguien/algo con alguien/algo,"<div class=""answer"">zusammenbringen</div><div class=""meta""><p><b>Significado:</b><br>unir a dos personas o cosas para que formen una pareja o unidad</p><div class=""example""><b>Ejemplo:</b><br>Es war Gitta, die die Freundin damals mit ihrem heutigen Mann zusammenbrachte.</div><div class=""translation""><b>Traducción:</b><br>Fue Gitta quien en aquel entonces presentó a la amiga con su actual marido.</div><p><b>Construcción:</b><br>jemanden/etwas mit jemandem/etwas zusammenbringen</p><p><b>Perfekt:</b><br>Gitta hat die Freundin mit ihrem Mann zusammengebracht.</p></div>",verb_prefix family::bringen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
arrancar un vehículo,"<div class=""answer"">anfahren</div><div class=""meta""><p><b>Significado:</b><br>arrancar un vehículo</p><div class=""example""><b>Ejemplo:</b><br>Ich versuchte anzufahren, aber der Motor streikte.</div><div class=""translation""><b>Traducción:</b><br>Intenté arrancar, pero el motor falló.</div><p><b>Perfekt:</b><br>Sie ist weggefahren und dann wieder angefahren.</p></div>",verb_prefix family::fahren prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
llevar a alguien en un vehículo a un lugar y luego devolverlo,"<div class=""answer"">ausfahren</div><div class=""meta""><p><b>Significado:</b><br>llevar a alguien en un vehículo a un lugar y luego devolverlo</p><div class=""example""><b>Ejemplo:</b><br>Kurz nach Beendigung dieser Tätigkeit begann er aus eigenem Entschluss, ehrenamtlich behinderte Menschen in ihren Rollstühlen auszufahren, damit sie an die frische Luft kommen.</div><div class=""translation""><b>Traducción:</b><br>Poco después de terminar esta actividad, comenzó por voluntad propia a llevar en silla de ruedas a personas discapacitadas para que pudieran tomar aire fresco.</div><p><b>Perfekt:</b><br>Er hat die Menschen in ihren Rollstühlen ausgefahren.</p></div>",verb_prefix family::fahren prefix::aus separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
conducir en un camino o zona,"<div class=""answer"">befahren</div><div class=""meta""><p><b>Significado:</b><br>conducir en un camino o zona</p><div class=""example""><b>Ejemplo:</b><br>Die Nordmänner erkunden mit ihnen die Ströme des heutigen Russland und der Ukraine, befahren das Schwarze Meer und laden in Konstantinopel Schätze an Bord.</div><div class=""translation""><b>Traducción:</b><br>Los normandos exploran con ellos los ríos del actual Rusia y Ucrania, navegan por el Mar Negro y cargan tesoros en Constantinopla.</div><p><b>Perfekt:</b><br>er hat das Schwarze Meer befahren</p></div>",verb_prefix family::fahren prefix::be separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Sujeto introduce algo / conduce en algo (acusativo),"<div class=""answer"">einfahren</div><div class=""meta""><p><b>Significado:</b><br>poner en marcha; introducir un vehículo en un espacio o área</p><div class=""example""><b>Ejemplo:</b><br>Der 19-Jährige fuhr ersten Ermittlungen zufolge auch im nächsten Ort deutlich zu schnell in eine Kurve ein.</div><div class=""translation""><b>Traducción:</b><br>Según las primeras investigaciones, el joven de 19 años también entró demasiado rápido en una curva en la siguiente localidad.</div><p><b>Construcción:</b><br>Subjekt fährt etwas ein / fährt in etwas (Akkusativ) ein</p><p><b>Perfekt:</b><br>Sie ist vorsichtig in den Hof eingefahren.</p></div>",verb_prefix family::fahren prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"experimentar, sufrir, padecer, saber","<div class=""answer"">erfahren</div><div class=""meta""><p><b>Significado:</b><br>experimentar, sufrir, padecer, saber</p><div class=""example""><b>Ejemplo:</b><br>Ich habe im Leben viel Gutes und Böses erfahren.</div><div class=""translation""><b>Traducción:</b><br>He experimentado muchas cosas buenas y malas en la vida.</div><p><b>Perfekt:</b><br>hat erfahren</p></div>",verb_prefix family::fahren prefix::er separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
ir en el mismo vehículo con otra(s) persona(s),"<div class=""answer"">mitfahren</div><div class=""meta""><p><b>Significado:</b><br>ir en el mismo vehículo con otra(s) persona(s)</p><div class=""example""><b>Ejemplo:</b><br>Lass uns doch bei Lukas mitfahren!</div><div class=""translation""><b>Traducción:</b><br>¡Vamos con Lukas!</div><p><b>Construcción:</b><br>mitfahren + (optional) Präpositionalphrase oder Objekt</p><p><b>Perfekt:</b><br>Wir sind gestern zusammen mit dem Bus mitgefahren.</p></div>",verb_prefix family::fahren prefix::mit separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
seguir a alguien o algo conduciendo,"<div class=""answer"">nachfahren</div><div class=""meta""><p><b>Significado:</b><br>seguir a alguien o algo conduciendo</p><div class=""example""><b>Ejemplo:</b><br>Er wollte seiner Familie einige Tage später in den Urlaub nachfahren, aber dafür war er zu müde.</div><div class=""translation""><b>Traducción:</b><br>Quería conducir detrás de su familia unos días después de vacaciones, pero estaba demasiado cansado para ello.</div><p><b>Construcción:</b><br>nachfahren + Dativ (jemandem/etwas)</p><p><b>Perfekt:</b><br>Er ist seiner Familie nachgefahren.</p></div>",verb_prefix family::fahren prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
reflexivo con objeto dativo (en una ruta),"<div class=""answer"">verfahren</div><div class=""meta""><p><b>Significado:</b><br>perderse conduciendo un vehículo, perder la orientación</p><div class=""example""><b>Ejemplo:</b><br>Entschuldige die Verspätung. Ich habe mich auf dem Herweg total verfahren.</div><div class=""translation""><b>Traducción:</b><br>Disculpa el retraso. Me he perdido totalmente en el camino de ida.</div><p><b>Construcción:</b><br>reflexiv mit Dativobjekt (auf einer Strecke)</p><p><b>Perfekt:</b><br>Ich habe mich gestern total verfahren.</p></div>",verb_prefix family::fahren prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"partir, marcharse","<div class=""answer"">wegfahren</div><div class=""meta""><p><b>Significado:</b><br>partir, marcharse</p><div class=""example""><b>Ejemplo:</b><br>Mir geht hier alles auf den Wecker, ich glaube, ich muss wegfahren.</div><div class=""translation""><b>Traducción:</b><br>Aquí todo me molesta, creo que tengo que irme (partir).</div><p><b>Construcción:</b><br>wegfahren + (wohin)</p><p><b>Perfekt:</b><br>Er ist gestern weggefahren.</p></div>",verb_prefix family::fahren prefix::weg separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
seguir conduciendo [algo],"<div class=""answer"">weiterfahren</div><div class=""meta""><p><b>Significado:</b><br>continuar un trayecto</p><div class=""example""><b>Ejemplo:</b><br>Ich fahre noch zwei Stationen weiter.</div><div class=""translation""><b>Traducción:</b><br>Sigo conduciendo dos estaciones más.</div><p><b>Construcción:</b><br>weiterfahren [etwas]</p><p><b>Perfekt:</b><br>Ich bin noch zwei Stationen weitergefahren.</p></div>",verb_prefix family::fahren prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Dañar o destruir el suelo al pasar vehículos por encima,"<div class=""answer"">zerfahren</div><div class=""meta""><p><b>Significado:</b><br>Dañar o destruir el suelo al pasar vehículos por encima.</p><div class=""example""><b>Ejemplo:</b><br>Die Baufahrzeuge haben die Auffahrt zum Baugrundstück völlig zerfahren.</div><div class=""translation""><b>Traducción:</b><br>Los vehículos de construcción han destrozado completamente el acceso al terreno de construcción.</div><p><b>Construcción:</b><br>zerfahren + Akkusativ (Objekt)</p><p><b>Perfekt:</b><br>Die Baufahrzeuge haben den Boden zerfahren.</p></div>",verb_prefix family::fahren prefix::zer separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
fahren + zu + destino (acusativo),"<div class=""answer"">zufahren</div><div class=""meta""><p><b>Significado:</b><br>dirigirse hacia</p><div class=""example""><b>Ejemplo:</b><br>Fahr direkt auf den Wasserturm zu, dann siehst du links ein dreistöckiges Wohnhaus.</div><div class=""translation""><b>Traducción:</b><br>Conduce directamente hacia la torre de agua, luego verás a la izquierda una casa de tres pisos.</div><p><b>Construcción:</b><br>fahren + zu + Ziel (Akkusativ)</p><p><b>Perfekt:</b><br>Er ist direkt auf das Ziel zugefahren.</p></div>",verb_prefix family::fahren prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"sobresaltarse de repente, encogerse por un ruido o susto","<div class=""answer"">zusammenfahren</div><div class=""meta""><p><b>Significado:</b><br>sobresaltarse de repente, encogerse por un ruido o susto</p><div class=""example""><b>Ejemplo:</b><br>Der laute Knall ließ sie zusammenfahren.</div><div class=""translation""><b>Traducción:</b><br>El fuerte estruendo la hizo sobresaltarse.</div><p><b>Construcción:</b><br>zusammenfahren + (vor Schreck)</p><p><b>Perfekt:</b><br>Sie ist bei dem lauten Knall zusammengefahren.</p></div>",verb_prefix family::fahren prefix::zusammen separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
caer/separarse de + dativo,"<div class=""answer"">abfallen</div><div class=""meta""><p><b>Significado:</b><br>Caer separándose de algo</p><div class=""example""><b>Ejemplo:</b><br>Im Herbst sieht man die Blätter von den Bäumen abfallen.</div><div class=""translation""><b>Traducción:</b><br>En otoño se ve caer las hojas de los árboles.</div><p><b>Construcción:</b><br>abfallen von + Dativ</p><p><b>Perfekt:</b><br>Die Blätter sind im Herbst abgefallen.</p></div>",verb_prefix family::fallen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
atacar a alguien,"<div class=""answer"">anfallen</div><div class=""meta""><p><b>Significado:</b><br>atacar a alguien de forma repentina y violenta</p><div class=""example""><b>Ejemplo:</b><br>Der Hund riss sich los und fiel einen Passanten an.</div><div class=""translation""><b>Traducción:</b><br>El perro se soltó y atacó a un transeúnte.</div><p><b>Construcción:</b><br>jemanden anfallen</p><p><b>Perfekt:</b><br>Der Hund hat einen Passanten angefallen.</p></div>",verb_prefix family::fallen prefix::an separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
llamar la atención a alguien,"<div class=""answer"">auffallen</div><div class=""meta""><p><b>Significado:</b><br>llamar la atención, resaltar</p><div class=""example""><b>Ejemplo:</b><br>Auffallen ist nicht schwer, nur angenehm auffallen ist schwer.</div><div class=""translation""><b>Traducción:</b><br>Llamar la atención no es difícil, solo llamar la atención de forma agradable es difícil.</div><p><b>Construcción:</b><br>auffallen (jemandem)</p><p><b>Perfekt:</b><br>er ist aufgefallen</p></div>",verb_prefix family::fallen prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
estar de baja,"<div class=""answer"">ausfallen</div><div class=""meta""><p><b>Significado:</b><br>estar de baja</p><div class=""example""><b>Ejemplo:</b><br>Auf Grund seiner Verletzung wird der Stürmer für die nächsten 3 Wochen ausfallen.</div><div class=""translation""><b>Traducción:</b><br>Debido a su lesión, el delantero estará de baja durante las próximas 3 semanas.</div><p><b>Perfekt:</b><br>Der Stürmer ist ausgefallen.</p></div>",verb_prefix family::fallen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
transitivo + objeto acusativo,"<div class=""answer"">befallen</div><div class=""meta""><p><b>Significado:</b><br>afectar de repente, caer sobre</p><div class=""example""><b>Ejemplo:</b><br>Die bluthungrigen Parasiten befallen meist Haustiere wie Hunde oder Katzen.</div><div class=""translation""><b>Traducción:</b><br>Los parásitos carnívoros suelen afectar a mascotas como perros o gatos.</div><p><b>Perfekt:</b><br>Die Parasiten haben ein Haustier befallen.</p></div>",verb_prefix family::fallen prefix::be separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
estar de acuerdo con alguien,"<div class=""answer"">beifallen</div><div class=""meta""><p><b>Significado:</b><br>estar de acuerdo con alguien o expresar una opinión aprobatoria (arcaico)</p><div class=""example""><b>Ejemplo:</b><br>Das sehe ich auch so, da kann ich Ihnen nur beifallen.</div><div class=""translation""><b>Traducción:</b><br>También lo veo así, solo puedo estar de acuerdo con usted.</div><p><b>Construcción:</b><br>jemandem bei-fallen</p><p><b>Perfekt:</b><br>Ich bin dir beigefallen.</p></div>",verb_prefix family::fallen prefix::bei separability::separable difficulty::c2 register::archaic source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"escaparse, caerse de la mano","<div class=""answer"">entfallen</div><div class=""meta""><p><b>Significado:</b><br>escaparse, caerse de la mano</p><div class=""example""><b>Ejemplo:</b><br>Der Kugelschreiber ist ihm entfallen.</div><div class=""translation""><b>Traducción:</b><br>El bolígrafo se le ha escapado.</div><p><b>Construcción:</b><br>entfallen + Dativ (Person)</p><p><b>Perfekt:</b><br>Der Kugelschreiber ist ihm entfallen.</p></div>",verb_prefix family::fallen prefix::ent separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
dejar de aplicarse o desaparecer,"<div class=""answer"">fortfallen</div><div class=""meta""><p><b>Significado:</b><br>dejar de aplicarse o desaparecer</p><div class=""example""><b>Ejemplo:</b><br>Die Gehaltserhöhung brachte ihr nicht viel, weil dafür die Wochenendzuschläge fortfielen.</div><div class=""translation""><b>Traducción:</b><br>El aumento de sueldo no le sirvió de mucho, porque por ello dejaron de contarse los suplementos de fin de semana.</div><p><b>Construcción:</b><br>fortfallen [Subjekt]</p><p><b>Perfekt:</b><br>Die Wochenendzuschläge sind oft fortgefallen.</p></div>",verb_prefix family::fallen prefix::fort separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
caer sobre + acusativo,"<div class=""answer"">herfallen</div><div class=""meta""><p><b>Significado:</b><br>atacar a alguien o algo</p><div class=""example""><b>Ejemplo:</b><br>Die Tiere fallen über Obstplantagen, Weinberge, Wälder, Grünanlagen und Gärten her und fressen bei mehr als 300 Pflanzenarten alles kahl.</div><div class=""translation""><b>Traducción:</b><br>Los animales atacan plantaciones de frutas, viñedos, bosques, zonas verdes y jardines, y comen todo en más de 300 especies de plantas.</div><p><b>Construcción:</b><br>über + Akkusativ herfallen</p><p><b>Perfekt:</b><br>Die Tiere sind über die Gärten hergefallen.</p></div>",verb_prefix family::fallen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"desagradar, causar mala impresión","<div class=""answer"">missfallen</div><div class=""meta""><p><b>Significado:</b><br>desagradar, causar mala impresión</p><div class=""example""><b>Ejemplo:</b><br>Diese Verhältnisse sind, auch wenn sie dem Westen missfallen, genauso real wie das demografische Ungleichgewicht, die Jugendarbeitslosigkeit und die Korruption der Regime.</div><div class=""translation""><b>Traducción:</b><br>Estas condiciones, aunque desagraden al Oeste, son tan reales como el desequilibrio demográfico, el desempleo juvenil y la corrupción de los regímenes.</div><p><b>Construcción:</b><br>missfallen + Dativ</p><p><b>Perfekt:</b><br>sie hat missfallen</p></div>",verb_prefix family::fallen prefix::miss separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"caerse hacia adelante, especialmente órganos (médico)","<div class=""answer"">vorfallen</div><div class=""meta""><p><b>Significado:</b><br>caerse hacia adelante, especialmente órganos (médico)</p><div class=""example""><b>Ejemplo:</b><br>Du hast so lange Haare, dass sie vorfallen können.</div><div class=""translation""><b>Traducción:</b><br>Tienes el pelo tan largo que puede ___.</div><p><b>Construcción:</b><br>vorfallen (Verb)</p><p><b>Perfekt:</b><br>die Haare sind vorgefallen</p></div>",verb_prefix family::fallen prefix::vor separability::separable difficulty::b2 register::domain-specific source::wiktionary_openai quality::ok cardtype::translation_es_to_de
desaparecer o no estar disponible temporalmente,"<div class=""answer"">wegfallen</div><div class=""meta""><p><b>Significado:</b><br>desaparecer o no estar disponible temporalmente</p><div class=""example""><b>Ejemplo:</b><br>Der Krieg beschleunigte die Industrialisierung, weil bisherige Importe plötzlich wegfielen und die Waren selbst hergestellt werden mussten, analysiert Franz Waldenberger.</div><div class=""translation""><b>Traducción:</b><br>La guerra aceleró la industrialización porque las importaciones anteriores desaparecieron repentinamente y los productos tuvieron que ser fabricados localmente, analiza Franz Waldenberger.</div><p><b>Construcción:</b><br>wegfallen (kein Objekt, intransitiv)</p><p><b>Perfekt:</b><br>Die alte Lösung ist weggefallen.</p></div>",verb_prefix family::fallen prefix::weg separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"desintegrarse en partes, disolverse","<div class=""answer"">zerfallen</div><div class=""meta""><p><b>Significado:</b><br>desintegrarse en partes, disolverse</p><div class=""example""><b>Ejemplo:</b><br>Das alte Bauwerk zerfällt immer mehr.</div><div class=""translation""><b>Traducción:</b><br>El antiguo edificio se desintegra cada vez más.</div><p><b>Construcción:</b><br>zerfallen (sein)</p><p><b>Perfekt:</b><br>Das alte Bauwerk ist zerfallen.</p></div>",verb_prefix family::fallen prefix::zer separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
colapsar (algo),"<div class=""answer"">zusammenfallen</div><div class=""meta""><p><b>Significado:</b><br>colapsar, derrumbarse</p><div class=""example""><b>Ejemplo:</b><br>Die bei dieser Eruption zusammengefallene Magmakammer bildet das Bett für den heutigen See.</div><div class=""translation""><b>Traducción:</b><br>La cámara magmática que colapsó durante esta erupción forma la base para el lago actual.</div><p><b>Construcción:</b><br>zusammenfallen (etwas)</p><p><b>Perfekt:</b><br>Der alte Schuppen ist gestern zusammengefallen.</p></div>",verb_prefix family::fallen prefix::zusammen separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
dirigir o encabezar a un grupo o personas,"<div class=""answer"">anführen</div><div class=""meta""><p><b>Significado:</b><br>dirigir o encabezar a un grupo o personas</p><div class=""example""><b>Ejemplo:</b><br>Aemilius führt die Römer an.</div><div class=""translation""><b>Traducción:</b><br>Aemilius dirige a los romanos.</div><p><b>Perfekt:</b><br>Aemilius hat die Römer angeführt.</p></div>",verb_prefix family::führen prefix::an separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
exportar productos a otros países,"<div class=""answer"">ausführen</div><div class=""meta""><p><b>Significado:</b><br>exportar productos a otros países</p><div class=""example""><b>Ejemplo:</b><br>Entwicklungsländer führen meist einfache landwirtschaftliche Produkte aus.</div><div class=""translation""><b>Traducción:</b><br>Los países en desarrollo suelen exportar productos agrícolas simples.</div><p><b>Perfekt:</b><br>Entwicklungsländer haben meist einfache landwirtschaftliche Produkte ausgeführt.</p></div>",verb_prefix family::führen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
traer mercancías a un país o región (importar),"<div class=""answer"">einführen</div><div class=""meta""><p><b>Significado:</b><br>traer mercancías a un país o región (importar)</p><div class=""example""><b>Ejemplo:</b><br>Der Importeur war darauf spezialisiert, Unterhaltungselektronik aus Asien einzuführen.</div><div class=""translation""><b>Traducción:</b><br>El importador se especializó en introducir electrónica de entretenimiento desde Asia.</div><p><b>Perfekt:</b><br>Er hat neue Produkte in den Markt eingeführt.</p></div>",verb_prefix family::führen prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
secuestrar a alguien,"<div class=""answer"">entführen</div><div class=""meta""><p><b>Significado:</b><br>Secuestrar, raptar, plagiar a alguien.</p><div class=""example""><b>Ejemplo:</b><br>Jemand hat meinen Sohn entführt und droht ihn zu töten!</div><div class=""translation""><b>Traducción:</b><br>¡Alguien ha secuestrado a mi hijo y amenaza con matarlo!</div><p><b>Construcción:</b><br>jemanden entführen</p><p><b>Perfekt:</b><br>Er hat das Kind entführt.</p></div>",verb_prefix family::führen prefix::ent separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
