Front,Back,Tags
Completa la frase:<br><br>Kannst du bitte das Altpapier ___?,"<div class=""answer"">wegbringen</div><div class=""meta""><p><b>Significado:</b><br>llevarse algo, quitar algo</p><div class=""example""><b>Ejemplo:</b><br>Kannst du bitte das Altpapier wegbringen?</div><div class=""translation""><b>Traducción:</b><br>¿Puedes por favor llevarte el papel viejo?</div><p><b>Separabilidad:</b><br>separable — bringt ... weg — weggebracht</p><p><b>Perfekt:</b><br>Sie hat den Müll weggebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/wegbringen</p></div>",verb_prefix family::bringen prefix::weg separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Das ___ uns auch nicht weiter.,"<div class=""answer"">bringt</div><div class=""meta""><p><b>Significado:</b><br>avanzar, ayudar a resolver</p><div class=""example""><b>Ejemplo:</b><br>Das bringt uns auch nicht weiter.</div><div class=""translation""><b>Traducción:</b><br>Eso tampoco nos ayuda a avanzar.</div><p><b>Construcción:</b><br>etwas weiterbringen</p><p><b>Construcción ES:</b><br>avanzar en algo</p><p><b>Separabilidad:</b><br>separable — bringt ... weiter — weitergebracht</p><p><b>Perfekt:</b><br>Das hat uns weitergebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/weiterbringen</p></div>",verb_prefix family::bringen prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Dem Bodensee wird das meiste Wasser vom Rhein ___gebracht.,"<div class=""answer"">zu</div><div class=""meta""><p><b>Significado:</b><br>llevar algo a un lugar o a alguien (arcaico)</p><div class=""example""><b>Ejemplo:</b><br>Dem Bodensee wird das meiste Wasser vom Rhein zugebracht.</div><div class=""translation""><b>Traducción:</b><br>Al lago de Constanza se le lleva la mayor parte del agua desde el Rin.</div><p><b>Construcción:</b><br>zubringen + Akkusativ + Dativ oder Ortsangabe</p><p><b>Construcción ES:</b><br>zubringen + acusativo + dativo o indicación de lugar</p><p><b>Separabilidad:</b><br>separable — bringt ... zu — zugebracht</p><p><b>Perfekt:</b><br>Der Fluss hat Wasser zum See zugebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zubringen</p></div>",verb_prefix family::bringen prefix::zu separability::separable difficulty::c1 register::archaic source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Wilhelm ___ die geliehenen Fahrzeuge ausnahmslos vollgetankt zurück.,"<div class=""answer"">bringt</div><div class=""meta""><p><b>Significado:</b><br>llevar a alguien o algo de vuelta al lugar de donde vino antes</p><div class=""example""><b>Ejemplo:</b><br>Wilhelm bringt die geliehenen Fahrzeuge ausnahmslos vollgetankt zurück.</div><div class=""translation""><b>Traducción:</b><br>Wilhelm lleva los vehículos alquilados sin excepción de vuelta con el tanque lleno.</div><p><b>Construcción:</b><br>jemanden/etwas + zurückbringen</p><p><b>Construcción ES:</b><br>llevar a alguien/algo + zurückbringen</p><p><b>Separabilidad:</b><br>separable — bringt ... zurück — zurückgebracht</p><p><b>Perfekt:</b><br>Wilhelm hat die geliehenen Fahrzeuge zurückgebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zur%C3%BCckbringen</p></div>",verb_prefix family::bringen prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>Es war Gitta, die die Freundin damals mit ihrem heutigen Mann ___brachte.","<div class=""answer"">zusammen</div><div class=""meta""><p><b>Significado:</b><br>unir a dos personas o cosas para que formen una pareja o unidad</p><div class=""example""><b>Ejemplo:</b><br>Es war Gitta, die die Freundin damals mit ihrem heutigen Mann zusammenbrachte.</div><div class=""translation""><b>Traducción:</b><br>Fue Gitta quien en aquel entonces presentó a la amiga con su actual marido.</div><p><b>Construcción:</b><br>jemanden/etwas mit jemandem/etwas zusammenbringen</p><p><b>Construcción ES:</b><br>unir a alguien/algo con alguien/algo</p><p><b>Separabilidad:</b><br>separable — bringt ... zusammen — zusammengebracht</p><p><b>Perfekt:</b><br>Gitta hat die Freundin mit ihrem Mann zusammengebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zusammenbringen</p></div>",verb_prefix family::bringen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>Ich versuchte ___, aber der Motor streikte.","<div class=""answer"">anzufahren</div><div class=""meta""><p><b>Significado:</b><br>arrancar un vehículo</p><div class=""example""><b>Ejemplo:</b><br>Ich versuchte anzufahren, aber der Motor streikte.</div><div class=""translation""><b>Traducción:</b><br>Intenté arrancar, pero el motor falló.</div><p><b>Separabilidad:</b><br>separable — fährt ... an — angefahren</p><p><b>Perfekt:</b><br>Sie ist weggefahren und dann wieder angefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/anfahren</p></div>",verb_prefix family::fahren prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>Kurz nach Beendigung dieser Tätigkeit begann er aus eigenem Entschluss, ehrenamtlich behinderte Menschen in ihren Rollstühlen ___, damit sie an die frische Luft kommen.","<div class=""answer"">auszufahren</div><div class=""meta""><p><b>Significado:</b><br>llevar a alguien en un vehículo a un lugar y luego devolverlo</p><div class=""example""><b>Ejemplo:</b><br>Kurz nach Beendigung dieser Tätigkeit begann er aus eigenem Entschluss, ehrenamtlich behinderte Menschen in ihren Rollstühlen auszufahren, damit sie an die frische Luft kommen.</div><div class=""translation""><b>Traducción:</b><br>Poco después de terminar esta actividad, comenzó por voluntad propia a llevar en silla de ruedas a personas discapacitadas para que pudieran tomar aire fresco.</div><p><b>Separabilidad:</b><br>separable — fährt ... aus — ausgefahren</p><p><b>Perfekt:</b><br>Er hat die Menschen in ihren Rollstühlen ausgefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/ausfahren</p></div>",verb_prefix family::fahren prefix::aus separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>Die Nordmänner erkunden mit ihnen die Ströme des heutigen Russland und der Ukraine, ___ das Schwarze Meer und laden in Konstantinopel Schätze an Bord.","<div class=""answer"">befahren</div><div class=""meta""><p><b>Significado:</b><br>conducir en un camino o zona</p><div class=""example""><b>Ejemplo:</b><br>Die Nordmänner erkunden mit ihnen die Ströme des heutigen Russland und der Ukraine, befahren das Schwarze Meer und laden in Konstantinopel Schätze an Bord.</div><div class=""translation""><b>Traducción:</b><br>Los normandos exploran con ellos los ríos del actual Rusia y Ucrania, navegan por el Mar Negro y cargan tesoros en Constantinopla.</div><p><b>Separabilidad:</b><br>inseparable — befährt — befahren</p><p><b>Perfekt:</b><br>er hat das Schwarze Meer befahren</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/befahren</p></div>",verb_prefix family::fahren prefix::be separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Der 19-Jährige fuhr ersten Ermittlungen zufolge auch im nächsten Ort deutlich zu schnell in eine Kurve ___.,"<div class=""answer"">ein</div><div class=""meta""><p><b>Significado:</b><br>poner en marcha; introducir un vehículo en un espacio o área</p><div class=""example""><b>Ejemplo:</b><br>Der 19-Jährige fuhr ersten Ermittlungen zufolge auch im nächsten Ort deutlich zu schnell in eine Kurve ein.</div><div class=""translation""><b>Traducción:</b><br>Según las primeras investigaciones, el joven de 19 años también entró demasiado rápido en una curva en la siguiente localidad.</div><p><b>Construcción:</b><br>Subjekt fährt etwas ein / fährt in etwas (Akkusativ) ein</p><p><b>Construcción ES:</b><br>Sujeto introduce algo / conduce en algo (acusativo)</p><p><b>Separabilidad:</b><br>separable — fährt ... ein — eingefahren</p><p><b>Perfekt:</b><br>Sie ist vorsichtig in den Hof eingefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/einfahren</p></div>",verb_prefix family::fahren prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Ich habe im Leben viel Gutes und Böses ___ .,"<div class=""answer"">erfahren</div><div class=""meta""><p><b>Significado:</b><br>experimentar, sufrir, padecer, saber</p><div class=""example""><b>Ejemplo:</b><br>Ich habe im Leben viel Gutes und Böses erfahren.</div><div class=""translation""><b>Traducción:</b><br>He experimentado muchas cosas buenas y malas en la vida.</div><p><b>Separabilidad:</b><br>inseparable — erfährt — erfahren</p><p><b>Perfekt:</b><br>hat erfahren</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/erfahren</p></div>",verb_prefix family::fahren prefix::er separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Lass uns doch bei Lukas ___!,"<div class=""answer"">mitfahren</div><div class=""meta""><p><b>Significado:</b><br>ir en el mismo vehículo con otra(s) persona(s)</p><div class=""example""><b>Ejemplo:</b><br>Lass uns doch bei Lukas mitfahren!</div><div class=""translation""><b>Traducción:</b><br>¡Vamos con Lukas!</div><p><b>Construcción:</b><br>mitfahren + (optional) Präpositionalphrase oder Objekt</p><p><b>Construcción ES:</b><br>mitfahren + frase preposicional u objeto opcional</p><p><b>Separabilidad:</b><br>separable — fährt ... mit — mitgefahren</p><p><b>Perfekt:</b><br>Wir sind gestern zusammen mit dem Bus mitgefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/mitfahren</p></div>",verb_prefix family::fahren prefix::mit separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>Er wollte seiner Familie einige Tage später in den Urlaub ___, aber dafür war er zu müde.","<div class=""answer"">nachfahren</div><div class=""meta""><p><b>Significado:</b><br>seguir a alguien o algo conduciendo</p><div class=""example""><b>Ejemplo:</b><br>Er wollte seiner Familie einige Tage später in den Urlaub nachfahren, aber dafür war er zu müde.</div><div class=""translation""><b>Traducción:</b><br>Quería conducir detrás de su familia unos días después de vacaciones, pero estaba demasiado cansado para ello.</div><p><b>Construcción:</b><br>nachfahren + Dativ (jemandem/etwas)</p><p><b>Construcción ES:</b><br>nachfahren + dativo (a alguien/a algo)</p><p><b>Separabilidad:</b><br>separable — fährt ... nach — nachgefahren</p><p><b>Perfekt:</b><br>Er ist seiner Familie nachgefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/nachfahren</p></div>",verb_prefix family::fahren prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Entschuldige die Verspätung. Ich habe mich auf dem Herweg total ___ .,"<div class=""answer"">verfahren</div><div class=""meta""><p><b>Significado:</b><br>perderse conduciendo un vehículo, perder la orientación</p><div class=""example""><b>Ejemplo:</b><br>Entschuldige die Verspätung. Ich habe mich auf dem Herweg total verfahren.</div><div class=""translation""><b>Traducción:</b><br>Disculpa el retraso. Me he perdido totalmente en el camino de ida.</div><p><b>Construcción:</b><br>reflexiv mit Dativobjekt (auf einer Strecke)</p><p><b>Construcción ES:</b><br>reflexivo con objeto dativo (en una ruta)</p><p><b>Separabilidad:</b><br>inseparable — verfährt — verfahren</p><p><b>Perfekt:</b><br>Ich habe mich gestern total verfahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/verfahren</p></div>",verb_prefix family::fahren prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>Mir geht hier alles auf den Wecker, ich glaube, ich muss ___.","<div class=""answer"">wegfahren</div><div class=""meta""><p><b>Significado:</b><br>partir, marcharse</p><div class=""example""><b>Ejemplo:</b><br>Mir geht hier alles auf den Wecker, ich glaube, ich muss wegfahren.</div><div class=""translation""><b>Traducción:</b><br>Aquí todo me molesta, creo que tengo que irme (partir).</div><p><b>Construcción:</b><br>wegfahren + (wohin)</p><p><b>Construcción ES:</b><br>wegfahren + (a dónde)</p><p><b>Separabilidad:</b><br>separable — fährt ... weg — weggefahren</p><p><b>Perfekt:</b><br>Er ist gestern weggefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/wegfahren</p></div>",verb_prefix family::fahren prefix::weg separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Ich fahre noch zwei Stationen ___.,"<div class=""answer"">weiter</div><div class=""meta""><p><b>Significado:</b><br>continuar un trayecto</p><div class=""example""><b>Ejemplo:</b><br>Ich fahre noch zwei Stationen weiter.</div><div class=""translation""><b>Traducción:</b><br>Sigo conduciendo dos estaciones más.</div><p><b>Construcción:</b><br>weiterfahren [etwas]</p><p><b>Construcción ES:</b><br>seguir conduciendo [algo]</p><p><b>Separabilidad:</b><br>separable — fährt ... weiter — weitergefahren</p><p><b>Perfekt:</b><br>Ich bin noch zwei Stationen weitergefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/weiterfahren</p></div>",verb_prefix family::fahren prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Die Baufahrzeuge haben die Auffahrt zum Baugrundstück völlig ___ .,"<div class=""answer"">zerfahren</div><div class=""meta""><p><b>Significado:</b><br>Dañar o destruir el suelo al pasar vehículos por encima.</p><div class=""example""><b>Ejemplo:</b><br>Die Baufahrzeuge haben die Auffahrt zum Baugrundstück völlig zerfahren.</div><div class=""translation""><b>Traducción:</b><br>Los vehículos de construcción han destrozado completamente el acceso al terreno de construcción.</div><p><b>Construcción:</b><br>zerfahren + Akkusativ (Objekt)</p><p><b>Construcción ES:</b><br>zerfahren + acusativo (objeto)</p><p><b>Separabilidad:</b><br>inseparable — zerfährt — zerfahren</p><p><b>Perfekt:</b><br>Die Baufahrzeuge haben den Boden zerfahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zerfahren</p></div>",verb_prefix family::fahren prefix::zer separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>Fahr direkt auf den Wasserturm ___, dann siehst du links ein dreistöckiges Wohnhaus.","<div class=""answer"">zu</div><div class=""meta""><p><b>Significado:</b><br>dirigirse hacia</p><div class=""example""><b>Ejemplo:</b><br>Fahr direkt auf den Wasserturm zu, dann siehst du links ein dreistöckiges Wohnhaus.</div><div class=""translation""><b>Traducción:</b><br>Conduce directamente hacia la torre de agua, luego verás a la izquierda una casa de tres pisos.</div><p><b>Construcción:</b><br>fahren + zu + Ziel (Akkusativ)</p><p><b>Construcción ES:</b><br>fahren + zu + destino (acusativo)</p><p><b>Separabilidad:</b><br>separable — fährt ... zu — zugefahren</p><p><b>Perfekt:</b><br>Er ist direkt auf das Ziel zugefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zufahren</p></div>",verb_prefix family::fahren prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Der laute Knall ließ sie ___.,"<div class=""answer"">zusammenfahren</div><div class=""meta""><p><b>Significado:</b><br>sobresaltarse de repente, encogerse por un ruido o susto</p><div class=""example""><b>Ejemplo:</b><br>Der laute Knall ließ sie zusammenfahren.</div><div class=""translation""><b>Traducción:</b><br>El fuerte estruendo la hizo sobresaltarse.</div><p><b>Construcción:</b><br>zusammenfahren + (vor Schreck)</p><p><b>Construcción ES:</b><br>zusammenfahren + (por susto)</p><p><b>Separabilidad:</b><br>separable — fährt ... zusammen — zusammengefahren</p><p><b>Perfekt:</b><br>Sie ist bei dem lauten Knall zusammengefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zusammenfahren</p></div>",verb_prefix family::fahren prefix::zusammen separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Im Herbst sieht man die Blätter von den Bäumen ___.,"<div class=""answer"">abfallen</div><div class=""meta""><p><b>Significado:</b><br>Caer separándose de algo</p><div class=""example""><b>Ejemplo:</b><br>Im Herbst sieht man die Blätter von den Bäumen abfallen.</div><div class=""translation""><b>Traducción:</b><br>En otoño se ve caer las hojas de los árboles.</div><p><b>Construcción:</b><br>abfallen von + Dativ</p><p><b>Construcción ES:</b><br>caer/separarse de + dativo</p><p><b>Separabilidad:</b><br>separable — fällt ... ab — abgefallen</p><p><b>Perfekt:</b><br>Die Blätter sind im Herbst abgefallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/abfallen</p></div>",verb_prefix family::fallen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Der Hund riss sich los und fiel einen Passanten ___.,"<div class=""answer"">an</div><div class=""meta""><p><b>Significado:</b><br>atacar a alguien de forma repentina y violenta</p><div class=""example""><b>Ejemplo:</b><br>Der Hund riss sich los und fiel einen Passanten an.</div><div class=""translation""><b>Traducción:</b><br>El perro se soltó y atacó a un transeúnte.</div><p><b>Construcción:</b><br>jemanden anfallen</p><p><b>Construcción ES:</b><br>atacar a alguien</p><p><b>Separabilidad:</b><br>separable — fällt ... an — angefallen</p><p><b>Perfekt:</b><br>Der Hund hat einen Passanten angefallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/anfallen</p></div>",verb_prefix family::fallen prefix::an separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
"Completa la frase:<br><br>___ ist nicht schwer, nur angenehm auffallen ist schwer.","<div class=""answer"">Auffallen</div><div class=""meta""><p><b>Significado:</b><br>llamar la atención, resaltar</p><div class=""example""><b>Ejemplo:</b><br>Auffallen ist nicht schwer, nur angenehm auffallen ist schwer.</div><div class=""translation""><b>Traducción:</b><br>Llamar la atención no es difícil, solo llamar la atención de forma agradable es difícil.</div><p><b>Construcción:</b><br>auffallen (jemandem)</p><p><b>Construcción ES:</b><br>llamar la atención a alguien</p><p><b>Separabilidad:</b><br>separable — fällt ... auf — aufgefallen</p><p><b>Perfekt:</b><br>er ist aufgefallen</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/auffallen</p></div>",verb_prefix family::fallen prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Auf Grund seiner Verletzung wird der Stürmer für die nächsten 3 Wochen ___.,"<div class=""answer"">ausfallen</div><div class=""meta""><p><b>Significado:</b><br>estar de baja</p><div class=""example""><b>Ejemplo:</b><br>Auf Grund seiner Verletzung wird der Stürmer für die nächsten 3 Wochen ausfallen.</div><div class=""translation""><b>Traducción:</b><br>Debido a su lesión, el delantero estará de baja durante las próximas 3 semanas.</div><p><b>Separabilidad:</b><br>separable — fällt ... aus — ausgefallen</p><p><b>Perfekt:</b><br>Der Stürmer ist ausgefallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/ausfallen</p></div>",verb_prefix family::fallen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
Completa la frase:<br><br>Die bluthungrigen Parasiten ___ meist Haustiere wie Hunde oder Katzen.,"<div class=""answer"">befallen</div><div class=""meta""><p><b>Significado:</b><br>afectar de repente, caer sobre</p><div class=""example""><b>Ejemplo:</b><br>Die bluthungrigen Parasiten befallen meist Haustiere wie Hunde oder Katzen.</div><div class=""translation""><b>Traducción:</b><br>Los parásitos carnívoros suelen afectar a mascotas como perros o gatos.</div><p><b>Separabilidad:</b><br>inseparable — befällt — befallen</p><p><b>Perfekt:</b><br>Die Parasiten haben ein Haustier befallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/befallen</p></div>",verb_prefix family::fallen prefix::be separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::context_cloze
